timestamp,​0xAaEd39DE8b2A516E7D914F2df96420f7A3204314,​0x28E65E6248A14570aCa3e421310b8808fAaE6F80,​0x7dcF30DC4A3A69B8Fe36b7C34DFC88341c9Bc0eA,​0x73cf2c29D81671774F455203009b03479DfbA225,​0x4afEc1B71daAE0414b5AF2eE91a24c3dcEeA1BC1,​0x028D4E22414c5fC4A0eEceE63c65adbbC2A339a7,​0xa52771C36332C1B7E1506754FB1BA775c1388915,​0xca91463ca55577E4eCEc2E50eEeb0a7033600454,​0xDf6979605aDe2B8971C2c95E90E2eA1090f244B7,​0x36C8b616c052F34a68123Cbe1C2e44eA1016DD4b,​0x2C50c7AbA38b0C7ca4B5965f2ec9457Bcd319E18,​0xf9F99f982f3Ea9020f0A0afd4D4679dFEe1B63cf,​0x4Fc89A06893A74c639050cbE2Da5B811Dba43655,​0xdDF5E0286DD171e8051D5f0EB79681D103874172,​0x22504E119C76f921D3C578734bd281DD30267276,​0x2A75FE923683625d578a96dAf8275880d6379A4f,Other
1564110080000,,,,,,,,,,,,,,,,,
1564160190000,,,,,,,,,,,,,,,,,
1564210310000,,,,,,,,,,,,,,,,,
1564260330000,,,,,,,,,,,,,,,,,
1564310410000,,,,,,,,,,,,,,,,,
1564360440000,,,,,,,,,,,,,,,,,
1564410760000,,,,,,,,,,,,,,,,,
1564461050000,,,,,,,,,,,,,,,,,
1564511170000,,,,,,,,,,,,,,,,,
1564561460000,,,,,,,,,,,,,,,,,
1564611650000,,,,,,,,,,,,,,,,,
1564662060000,,,,,,,,,,,,,,,,,
1564712320000,,,,,,,,,,,,,,,,,
1564762380000,,,,,,,,,,,,,,,,,
1564812430000,,,,,,,,,,,,,,,,,
1564862480000,,,,,,,,,,,,,,,,,
1564912550000,,,,,,,,,,,,,,,,,
1564962570000,,,,,,,,1000.00,,,,,,,,,
1565013030000,,,,,,,,,,,,,,,,,
1565063270000,,,,,,,,,,,,,,,,,
1565113410000,,,,,,,,,,,,,,,,,
1565163850000,,,,,,,,,,,,,174.82,,,,
1565214000000,,,,,,,,,,,,,,,,,
1565264420000,,,,,,,,,,,,,,,,,
1565314610000,,,,,,,,,,,,,,,,,
